96	96	60	61	0.048000077	450	562.5	0	0	3000	24	25	144
97	97	60	71	0.096999796	450	562.5	0	0	3000	24	25	144
98	98	61	71	0.086999643	450	562.5	0	1	3000	24	25	144
99	99	62	64	0.058999835	315	393.75	0	0	3000	24	25	144
100	100	63	64	0.017000009	450	562.5	0	0	3000	24	25	144
101	101	63	69	0.048999912	450	562.5	0	0	3000	24	25	144
102	102	63	69	0.048999912	450	562.5	0	0	3000	24	25	144
103	103	63	72	0.051999917	450	562.5	0	0	3000	24	25	144
104	104	64	65	0.026000026	450	562.5	0	0	3000	24	25	144
105	105	64	67	0.022999979	450	562.5	0	0	3000	24	25	144
106	106	65	66	0.013999994	450	562.5	0	0	3000	24	25	144
107	107	65	70	0.105000105	450	562.5	0	0	3000	24	25	144
108	108	66	69	0.026000026	450	562.5	0	0	3000	24	25	144
109	109	66	69	0.026000026	450	562.5	0	0	3000	24	25	144
110	110	67	68	0.04	450	562.5	0	0	3000	24	25	144
111	111	67	68	0.04	450	562.5	0	0	3000	24	25	144
112	112	68	71	0.022000022	450	562.5	0	0	3000	24	25	144
113	113	68	71	0.022000022	450	562.5	0	0	3000	24	25	144
114	114	69	70	0.067999918	450	562.5	0	0	3000	24	25	144
115	115	73	21	0.096999796	450	562.5	0	0	3000	24	25	144
116	116	66	47	0.103999834	450	562.5	0	0	3000	24	25	144
117	117	71	73	0.009000001	649.8	803.7	0	0	3000	24	25	144
