78	78	61	12	10	0	0	-100	197	68.95	6510	74.75	1159.93	30	180	197	0	5000	24	25	144
79	79	61	12	10	0	0	-100	197	68.95	6510	74.75	1159.93	30	180	197	0	5000	24	25	144
80	80	61	12	10	0	0	-100	197	68.95	6510	74.75	1159.93	30	180	197	0	5000	24	25	144
81	81	62	1	1	0	0	-100	0	0	0	0	0	0	0	0	0	5000	24	25	144
82	82	63	4	2	0	0	-100	12	2.4	571.2	94.74	72.68	10	12	12	0	5000	24	25	144
83	83	63	4	2	0	0	-100	12	2.4	571.2	94.74	72.68	10	12	12	0	5000	24	25	144
84	84	63	4	2	0	0	-100	12	2.4	571.2	94.74	72.68	10	12	12	0	5000	24	25	144
85	85	63	4	2	0	0	-100	12	2.4	571.2	94.74	72.68	10	12	12	0	5000	24	25	144
86	86	63	4	2	0	0	-100	12	2.4	571.2	94.74	72.68	10	12	12	0	5000	24	25	144
87	87	63	8	8	0	0	-100	155	54.25	1696.34	15.46	252.67	30	155	155	0	5000	24	25	144
88	88	64	8	8	0	0	-100	155	54.25	1696.34	15.46	252.67	30	155	155	0	5000	24	25	144
89	89	66	48	48	0	0	-100	400	100	2400	5.46	215.08	200	400	400	0	5000	24	25	144
90	90	69	48	48	0	0	-100	400	100	2400	5.46	215.08	200	400	400	0	5000	24	25	144
91	91	70	1	1	0	0	-100	50	0	0	0	0	50	50	50	0	5000	24	25	144
92	92	70	1	1	0	0	-100	50	0	0	0	0	50	50	50	0	5000	24	25	144
93	93	70	1	1	0	0	-100	50	0	0	0	0	50	50	50	0	5000	24	25	144
94	94	70	1	1	0	0	-100	50	0	0	0	0	50	50	50	0	5000	24	25	144
95	95	70	1	1	0	0	-100	50	0	0	0	0	50	50	50	0	5000	24	25	144
96	96	70	1	1	0	0	-100	50	0	0	0	0	50	50	50	0	5000	24	25	144
97	97	71	8	8	0	0	-100	155	54.25	1696.34	15.46	252.67	30	155	155	0	5000	24	25	144
98	98	71	8	8	0	0	-100	155	54.25	1696.34	15.46	252.67	30	155	155	1	5000	24	25	144
99	99	71	24	48	0	0	-100	350	140	7953.04	15.89	358.23	40	240	350	0	5000	24	25	144
